X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
-73.9534910563,40.7935774444,37H-AM-1018-04,37H,AM,2018-10-18,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,was with a lot of robins,POINT (-73.9534910562766 40.7935774443789),,19,4,19,13
-73.9631350021,40.7919072103,32B-PM-1010-01,32B,PM,2018-10-10,1,Juvenile,Gray,,Gray+,,Above Ground,25,in tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9631350020634 40.791907210332),,19,4,19,13
-73.9693772462,40.7706875893,8I-AM-1006-03,08I,AM,2018-10-06,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9693772461788 40.7706875892901),,19,4,19,13
-73.9708782966,40.7769468670,14D-AM-1014-08,14D,AM,2018-10-14,8,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9708782966369 40.77694686696301),,19,4,19,13
-73.9674930668,40.7813510120,20D-PM-1014-01,20D,PM,2018-10-14,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.96749306684312 40.781351011968),,19,4,19,13
-73.9619343981,40.7924789549,33B-PM-1010-07,33B,PM,2018-10-10,7,Adult,,,+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.961934398055 40.7924789548522),,19,4,19,13
-73.9629184712,40.7921410512,32B-PM-1010-04,32B,PM,2018-10-10,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9629184712372 40.7921410511633),,19,4,19,13
-73.9721124973,40.7702759037,7G-AM-1010-08,07G,AM,2018-10-10,8,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.972112497276 40.7702759037428),,19,4,19,13
-73.9726090882,40.7710199109,7F-AM-1008-14,07F,AM,2018-10-08,14,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,sitting,True,True,True,True,True,True,True,True,,POINT (-73.9726090882487 40.7710199108849),,19,4,19,13
-73.9791648157,40.7676254443,2C-AM-1010-04,02C,AM,2018-10-10,4,Adult,Gray,,Gray+,,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9791648157033 40.767625444347),,19,4,19,13
-73.9711582199,40.7783674409,15C-PM-1017-05,15C,PM,2018-10-17,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9711582199102 40.7783674409485),,19,4,19,13
-73.9542684236,40.7944237164,38G-PM-1020-05,38G,PM,2018-10-20,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9542684235907 40.7944237164092),,19,4,19,13
-73.9542770889,40.7943610367,38G-PM-1020-04,38G,PM,2018-10-20,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9542770888881 40.79436103668531),,19,4,19,13
-73.9702717261,40.7689511078,6I-PM-1013-03,06I,PM,2018-10-13,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,"Flowers, grass",True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9702717260829 40.768951107763),,19,4,19,13
-73.9681627331,40.7785099666,17E-PM-1018-02,17E,PM,2018-10-18,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,On the rock,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9681627331154 40.7785099665602),,19,4,19,13
-73.9542733798,40.7955786537,39F-PM-1006-02,39F,PM,2018-10-06,2,Adult,Gray,,Gray+,,Above Ground,20,tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,ran up tree when approached,POINT (-73.9542733797804 40.795578653743),,19,4,19,13
-73.9528353702,40.7976456178,41F-PM-1019-02,41F,PM,2018-10-19,2,,,,+,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9528353702209 40.7976456178263),,19,4,19,13
-73.9567372201,40.7975809893,40C-PM-1006-01,40C,PM,2018-10-06,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.95673722009802 40.797580989255),,19,4,19,13
-73.9653739274,40.7889762097,28B-PM-1010-02,28B,PM,2018-10-10,2,Adult,Gray,White,Gray+White,,Above Ground,4,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9653739273979 40.7889762096967),,19,4,19,13
-73.9564741038,40.7938845573,36F-AM-1017-03,36F,AM,2018-10-17,3,Adult,Gray,Cinnamon,Gray+Cinnamon,Cinnamon on shoulders,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,runs from (me),POINT (-73.9564741038174 40.7938845572816),,19,4,19,13
-73.9773361581,40.7729478227,7B-AM-1008-13,07B,AM,2018-10-08,13,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9773361580792 40.7729478226715),,19,4,19,13
-73.9752263564,40.7720849170,7C-PM-1020-02,07C,PM,2018-10-20,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9752263564287 40.772084917017),,19,4,19,13
-73.9669762657,40.7835913294,22C-PM-1006-08,22C,PM,2018-10-06,8,Adult,Gray,,Gray+,,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9669762657479 40.7835913293646),,19,4,19,13
-73.9796470495,40.7678370925,1C-PM-1013-08,01C,PM,2018-10-13,8,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9796470494747 40.7678370925485),,19,4,19,13
-73.9806959248,40.7684820679,2A-AM-1010-01,02A,AM,2018-10-10,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9806959248152 40.7684820679479),,19,4,19,13
-73.9586077040,40.7961896477,38C-AM-1019-10,38C,AM,2018-10-19,10,Adult,Gray,White,Gray+White,,Above Ground,20,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9586077039567 40.7961896477077),,19,4,19,13
-73.9611274899,40.7915250069,32C-AM-1014-05,32C,AM,2018-10-14,5,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9611274898661 40.7915250069086),,19,4,19,13
-73.9676732726,40.7763194425,15G-PM-1019-09,15G,PM,2018-10-19,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9676732725672 40.7763194425467),,19,4,19,13
-73.9787608762,40.7686062296,3C-PM-1008-01,03C,PM,2018-10-08,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,3,,True,True,True,True,True,walked between trees,True,True,True,True,True,True,True,True,,POINT (-73.9787608762005 40.7686062296462),,19,4,19,13
-73.9615649774,40.7954761312,36A-PM-1013-02,36A,PM,2018-10-13,2,,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,6,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9615649773504 40.7954761311501),,19,4,19,13
-73.9730085729,40.7708933570,7F-AM-1008-12,07F,AM,2018-10-08,12,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9730085729495 40.7708933570327),,19,4,19,13
-73.9697160572,40.7711445570,9H-AM-1006-02,09H,AM,2018-10-06,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.96971605724461 40.7711445570446),,19,4,19,13
-73.9685709456,40.7744877027,12G-PM-1007-07,12G,PM,2018-10-07,7,Juvenile,,,+,,Above Ground,45,,True,True,True,True,True,acorns,True,True,True,True,True,True,True,True,,POINT (-73.9685709455958 40.7744877026506),,19,4,19,13
-73.9580021018,40.7955140102,37D-PM-1014-07,37D,PM,2018-10-14,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9580021017892 40.7955140102242),,19,4,19,13
-73.9677146742,40.7788231332,17E-AM-1017-07,17E,AM,2018-10-17,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9677146741772 40.7788231332337),,19,4,19,13
-73.9578658633,40.7933712189,35E-AM-1020-04,35E,AM,2018-10-20,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,30,,True,True,True,True,True,"hunkered down,tail over body; sitting perfectly still",True,True,True,True,True,True,True,True,,POINT (-73.9578658632957 40.7933712188923),,19,4,19,13
-73.9648090698,40.7903882098,29A-PM-1019-03,29A,PM,2018-10-19,3,Juvenile,Black,Cinnamon,Black+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,"ran from,but now approaching. kind of weirding me out.",POINT (-73.9648090698176 40.7903882097837),,19,4,19,13
-73.9687134138,40.7812207913,19C-PM-1018-03,19C,PM,2018-10-18,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9687134137786 40.7812207913391),,19,4,19,13
-73.9548826391,40.7959474571,39F-AM-1014-05,39F,AM,2018-10-14,5,Juvenile,Cinnamon,,Cinnamon+,,Above Ground,2,up/down tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.95488263914 40.7959474571251),,19,4,19,13
-73.9710801547,40.7760872452,13D-AM-1014-03,13D,AM,2018-10-14,3,Juvenile,Gray,White,Gray+White,,Above Ground,2,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9710801547498 40.7760872452093),,19,4,19,13
-73.9704677008,40.7786860108,16C-PM-1018-02,16C,PM,2018-10-18,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,6,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9704677007779 40.7786860108302),,19,4,19,13
-73.9655233748,40.7792737288,18G-AM-1014-01,18G,AM,2018-10-14,1,Juvenile,Gray,White,Gray+White,,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,looking,POINT (-73.9655233748105 40.7792737287734),,19,4,19,13
-73.9602808042,40.7906130789,32E-AM-1007-14,32E,AM,2018-10-07,14,Adult,Gray,,Gray+,,Above Ground,50,literally fell to ground from 50 feet up,True,True,True,True,True,falling,True,True,True,True,True,True,True,True,,POINT (-73.9602808042376 40.7906130788763),,19,4,19,13
-73.9704428784,40.7763755560,14E-AM-1008-22,14E,AM,2018-10-08,22,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,burying,True,True,True,True,True,True,True,True,,POINT (-73.970442878377 40.7763755560359),,19,4,19,13
-73.9773495807,40.7664559937,1E-AM-1006-05,01E,AM,2018-10-06,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9773495807135 40.7664559937331),,19,4,19,13
-73.9681202147,40.7743979417,13G-PM-1008-04,13G,PM,2018-10-08,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,lawn @ edge of landscaped area,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9681202146851 40.7743979416812),,19,4,19,13
-73.9745009906,40.7741574075,10C-AM-1018-01,10C,AM,2018-10-18,1,Adult,Gray,,Gray+,,Above Ground,5,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9745009906157 40.7741574075364),,19,4,19,13
-73.9761632587,40.7741085606,9B-PM-1013-05,09B,PM,2018-10-13,5,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9761632586697 40.7741085606149),,19,4,19,13
-73.9700666655,40.7742857043,12F-PM-1007-08,12F,PM,2018-10-07,8,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,stared,POINT (-73.9700666654946 40.7742857042581),,19,4,19,13
-73.9589371551,40.7959812504,37C-PM-1013-04,37C,PM,2018-10-13,4,Adult,Gray,White,Gray+White,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9589371550945 40.7959812504467),,19,4,19,13
-73.9746204802,40.7699294841,6E-PM-1010-01,06E,PM,2018-10-10,1,Juvenile,,,+,,Ground Plane,FALSE,along dirt path by cross-town car road. saw movement in a shrub/then caught sight a little fluffy tail,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9746204802221 40.7699294840733),,19,4,19,13
-73.9704778552,40.7783119114,15D-AM-1007-05,15D,AM,2018-10-07,5,Adult,,,+,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9704778551644 40.7783119113627),,19,4,19,13
-73.9732301622,40.7689824531,5F-AM-1007-01,05F,AM,2018-10-07,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,fence,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.973230162241 40.7689824531444),,19,4,19,13
-73.9581544682,40.7958081306,37C-PM-1013-02,37C,PM,2018-10-13,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9581544682422 40.7958081306449),,19,4,19,13
-73.9587913289,40.7961707625,38C-AM-1019-11,38C,AM,2018-10-19,11,Adult,Gray,White,Gray+White,,Above Ground,20,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9587913289229 40.7961707624534),,19,4,19,13
-73.9802840032,40.7678599070,1B-PM-1019-04,01B,PM,2018-10-19,4,Juvenile,Gray,White,Gray+White,,Above Ground,25,in tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9802840031759 40.7678599069819),,19,4,19,13
-73.9594676327,40.7984457363,39A-AM-1013-01,39A,AM,2018-10-13,1,Juvenile,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9594676326588 40.7984457363388),,19,4,19,13
-73.9810032206,40.7681625635,1A-AM-1007-01,01A,AM,2018-10-07,1,Adult,Gray,White,Gray+White,,Above Ground,7,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9810032206428 40.7681625634979),,19,4,19,13
-73.9580513097,40.7990964153,41B-AM-1010-02,41B,AM,2018-10-10,2,Adult,Gray,White,Gray+White,,Above Ground,16,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9580513096783 40.79909641532),,19,4,19,13
-73.9678561384,40.7782877398,16E-PM-1018-02,16E,PM,2018-10-18,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,gets distance from people but then continues to chase #1,POINT (-73.9678561384348 40.7782877397822),,19,4,19,13
-73.9757313482,40.7754704051,11A-PM-1013-04,11A,PM,2018-10-13,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9757313481982 40.7754704051391),,19,4,19,13
-73.9748289399,40.7668886122,2F-PM-1014-11,02F,PM,2018-10-14,11,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.974828939898 40.7668886121909),,19,4,19,13
-73.9673924060,40.7788781852,17F-AM-1007-03,17F,AM,2018-10-07,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9673924060436 40.7788781851716),,19,4,19,13
-73.9756017589,40.7680335997,3E-PM-1008-06,03E,PM,2018-10-08,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9756017589251 40.7680335996527),,19,4,19,13
-73.9647605121,40.7803961532,20G-AM-1018-03,20G,AM,2018-10-18,3,Adult,Gray,,Gray+,,Above Ground,12,in tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9647605121306 40.7803961531517),,19,4,19,13
-73.9595022290,40.7831151330,25I-PM-1007-02,25I,PM,2018-10-07,2,Adult,Gray,White,Gray+White,white belly,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9595022290348 40.783115133007406),,19,4,19,13
-73.9537356146,40.7917273773,35I-PM-1006-02,35I,PM,2018-10-06,2,Adult,Gray,,Gray+,,Above Ground,6,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9537356145842 40.7917273773486),,19,4,19,13
-73.9600204328,40.7828772914,24I-AM-1019-01,24I,AM,2018-10-19,1,Adult,Gray,White,Gray+White,,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9600204328201 40.782877291358),,19,4,19,13
-73.9709722224,40.7767329646,14D-AM-1014-06,14D,AM,2018-10-14,6,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9709722223794 40.7767329646325),,19,4,19,13
-73.9586252876,40.7852027586,27I-AM-1007-03,27I,AM,2018-10-07,3,Adult,Gray,Cinnamon,Gray+Cinnamon,had .5 of a tail,Above Ground,20,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9586252875856 40.7852027586217),,19,4,19,13
-73.9664986446,40.7783083343,17G-PM-1017-02,17G,PM,2018-10-17,2,Adult,Gray,,Gray+,,Above Ground,15,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9664986446294 40.778308334318),,19,4,19,13
-73.9755321999,40.7668311576,2F-PM-1014-01,02F,PM,2018-10-14,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.97553219985421 40.7668311576007),,19,4,19,13
-73.9666113599,40.7752662550,14H-PM-1012-05,14H,PM,2018-10-12,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,approaches (someone was feeding it),POINT (-73.9666113598566 40.7752662550312),,19,4,19,13
-73.9706533131,40.7689020338,6I-AM-1006-01,06I,AM,2018-10-06,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,runs from (someone sneezed),POINT (-73.9706533131129 40.768902033819),,19,4,19,13
-73.9708047094,40.7758611111,13E-PM-1008-01,13E,PM,2018-10-08,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.970804709441 40.7758611111219),,19,4,19,13
-73.9601918931,40.7944134683,35C-AM-1007-01,35C,AM,2018-10-07,1,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,(white oak),True,True,True,True,True,sitting still,True,True,True,True,True,True,True,True,,POINT (-73.9601918930677 40.7944134683406),,19,4,19,13
-73.9632577850,40.7931128390,33A-AM-1008-01,33A,AM,2018-10-08,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,acknowledged,POINT (-73.9632577850183 40.793112839016),,19,4,19,13
-73.9574077498,40.8001185185,42B-AM-1014-01,42B,AM,2018-10-14,1,Adult,Gray,,Gray+,,Above Ground,3,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9574077497624 40.8001185184892),,19,4,19,13
-73.9760749753,40.7703284894,5D-PM-1018-02,05D,PM,2018-10-18,2,Adult,Gray,,Gray+,,Above Ground,2,On low fence,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9760749752948 40.7703284894392),,19,4,19,13
-73.9582534433,40.7917772297,34F-PM-1012-01,34F,PM,2018-10-12,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9582534432858 40.7917772296796),,19,4,19,13
-73.9766779586,40.7669673778,2E-AM-1010-04,02E,AM,2018-10-10,4,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9766779585686 40.7669673778105),,19,4,19,13
-73.9721279809,40.7661158664,3I-PM-1013-02,03I,PM,2018-10-13,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9721279808683 40.7661158663901),,19,4,19,13
-73.9716854752,40.7706668466,7G-PM-1018-07,07G,PM,2018-10-18,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.971685475224 40.7706668465923),,19,4,19,13
-73.9729645190,40.7723310151,9E-AM-1008-02,09E,AM,2018-10-08,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9729645190377 40.7723310150843),,19,4,19,13
-73.9748669205,40.7743879232,10B-AM-1006-01,10B,AM,2018-10-06,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9748669205206 40.7743879232016),,19,4,19,13
-73.9613356497,40.7818876868,23H-PM-1019-01,23H,PM,2018-10-19,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.961335649743 40.7818876867842),,19,4,19,13
-73.9612419534,40.7941677113,35B-PM-1013-07,35B,PM,2018-10-13,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,"got fed twice by grandpa,grabbed from grass and ate in tree",True,True,True,True,True,True,True,True,"approaches (grandpa with food),runs from (kid),kid was slowly creeping up on it; it eventually climbed up.",POINT (-73.961241953418 40.7941677113011),,19,4,19,13
-73.9728511531,40.7782654841,14B-PM-1014-03,14B,PM,2018-10-14,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9728511531484 40.7782654840595),,19,4,19,13
-73.9763852372,40.7688762486,4D-AM-1012-02,04D,AM,2018-10-12,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9763852372393 40.768876248561),,19,4,19,13
-73.9696196840,40.7836431098,21A-AM-1019-09,21A,AM,2018-10-19,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9696196840065 40.7836431098335),,19,4,19,13
-73.9775238848,40.7675792684,2D-AM-1007-05,02D,AM,2018-10-07,5,Adult,Gray,,Gray+,,Above Ground,100,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9775238847836 40.7675792683587),,19,4,19,13
-73.9601968065,40.7935831836,34C-PM-1012-03,34C,PM,2018-10-12,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9601968065017 40.79358318364821),,19,4,19,13
-73.9772810074,40.7693577540,4C-PM-1010-03,04C,PM,2018-10-10,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9772810073685 40.7693577540392),,19,4,19,13
-73.9561124892,40.7949440649,37E-AM-1013-04,37E,AM,2018-10-13,4,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,8,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9561124892063 40.7949440648632),,19,4,19,13
-73.9580813119,40.7905538237,32F-PM-1008-04,32F,PM,2018-10-08,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9580813119325 40.7905538237042),,19,4,19,13
-73.9645365195,40.7781531021,18H-AM-1018-02,18H,AM,2018-10-18,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,Tree,True,True,True,True,True,playing?,True,True,True,True,True,True,True,True,,POINT (-73.9645365195454 40.7781531021263),,19,4,19,13
-73.9641989915,40.7890810445,28B-AM-1007-01,28B,AM,2018-10-07,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,wresting w/ branch,True,True,True,True,True,True,True,True,,POINT (-73.9641989914569 40.789081044511),,19,4,19,13
-73.9555856074,40.7969457686,40E-AM-1014-04,40E,AM,2018-10-14,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,on rocks/bushy rocks,True,True,True,True,True,hiding from bird,True,True,True,True,True,True,True,True,,POINT (-73.9555856074105 40.79694576856771),,19,4,19,13
-73.9753818830,40.7697840986,5D-PM-1018-06,05D,PM,2018-10-18,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9753818829907 40.7697840986163),,19,4,19,13
-73.9715621135,40.7695918718,7H-AM-1006-02,07H,AM,2018-10-06,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,"running (along ground,up tree)",True,True,True,True,True,True,True,True,,POINT (-73.9715621134573 40.76959187175131),,19,4,19,13
-73.9714242426,40.7744535798,11E-PM-1012-05,11E,PM,2018-10-12,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,"foraging (foraged,ran to tree root,munched)",True,True,True,True,True,True,True,True,,POINT (-73.9714242426496 40.7744535798123),,19,4,19,13
-73.9697744663,40.7755950429,13F-AM-1007-04,13F,AM,2018-10-07,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9697744662785 40.7755950428973),,19,4,19,13
