X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
-73.9561344938,40.7940823884,37F-PM-1014-03,37F,PM,2018-10-14,3,,,,+,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9561344937861 40.7940823884086),,19,4,19,13
-73.9570437718,40.7948509408,37E-PM-1006-03,37E,PM,2018-10-06,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,me,POINT (-73.9570437717691 40.794850940803904),,19,4,19,13
-73.9768311751,40.7667178073,2E-AM-1010-03,02E,AM,2018-10-10,3,Adult,Cinnamon,,Cinnamon+,,Above Ground,4,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9768311751004 40.76671780725581),,19,4,19,13
-73.9757249834,40.7697032607,5D-PM-1018-05,05D,PM,2018-10-18,5,Juvenile,Gray,,Gray+,,Above Ground,3,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9757249834141 40.7697032606755),,19,4,19,13
-73.9593126696,40.7975333702,39B-AM-1018-01,39B,AM,2018-10-18,1,,,,+,,Above Ground,,,True,True,True,True,True,unknown,True,True,True,True,True,True,True,True,,POINT (-73.9593126695714 40.797533370163),,19,4,19,13
-73.9565700386,40.7902561001,33H-AM-1019-02,33H,AM,2018-10-19,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,wrestling with mother,True,True,True,True,True,True,True,True,,POINT (-73.9565700386162 40.7902561000937),,19,4,19,13
-73.9719735582,40.7693045134,6G-PM-1020-02,06G,PM,2018-10-20,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9719735582476 40.7693045133578),,19,4,19,13
-73.9602609921,40.7942883046,35C-PM-1013-03,35C,PM,2018-10-13,3,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9602609920814 40.79428830455661),,19,4,19,13
-73.9770718587,40.7729752391,7B-AM-1008-09,07B,AM,2018-10-08,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9770718586754 40.7729752391435),,19,4,19,13
-73.9596413904,40.7903128889,32E-PM-1017-14,32E,PM,2018-10-17,14,Adult,Gray,,Gray+,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9596413903948 40.7903128889029),,19,4,19,13
-73.9702676473,40.7762126855,13E-AM-1017-05,13E,AM,2018-10-17,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,on tree stump,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9702676472613 40.7762126854894),,19,4,19,13
-73.9683613516,40.7725908847,11H-AM-1010-03,11H,AM,2018-10-10,3,Adult,Cinnamon,White,Cinnamon+White,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9683613516225 40.7725908847499),,19,4,19,13
-73.9541201790,40.7931811701,36H-AM-1010-02,36H,AM,2018-10-10,2,Adult,Gray,,Gray+,just outside hectare,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9541201789795 40.7931811701082),,19,4,19,13
-73.9582694312,40.7917367820,33F-AM-1008-02,33F,AM,2018-10-08,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9582694312289 40.7917367820255),,19,4,19,13
-73.9674285955,40.7829723920,21C-PM-1006-01,21C,PM,2018-10-06,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9674285955293 40.7829723919744),,19,4,19,13
-73.9722500197,40.7742879599,11D-AM-1010-03,11D,AM,2018-10-10,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,30,,True,True,True,True,True,grooming,True,True,True,True,True,True,True,True,,POINT (-73.9722500196844 40.7742879599026),,19,4,19,13
-73.9695063535,40.7823507678,20B-PM-1013-05,20B,PM,2018-10-13,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9695063535333 40.7823507678183),,19,4,19,13
-73.9532170505,40.7919669740,36I-PM-1007-01,36I,PM,2018-10-07,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9532170504865 40.7919669739962),,19,4,19,13
-73.9768603631,40.7702795905,5C-PM-1010-09,05C,PM,2018-10-10,9,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9768603630674 40.7702795904962),,19,4,19,13
-73.9706105897,40.7698124822,7H-AM-1006-05,07H,AM,2018-10-06,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9706105896967 40.7698124821507),,19,4,19,13
-73.9703781726,40.7787526130,16C-PM-1018-03,16C,PM,2018-10-18,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,6,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9703781726172 40.7787526130321),,19,4,19,13
-73.9703925210,40.7765032005,14E-AM-1008-23,14E,AM,2018-10-08,23,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,walking,True,True,True,True,True,True,True,True,,POINT (-73.9703925210471 40.7765032004992),,19,4,19,13
-73.9638179440,40.7924173264,32A-PM-1013-03,32A,PM,2018-10-13,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9638179439747 40.7924173263904),,19,4,19,13
-73.9584070975,40.7913812491,33F-AM-1008-01,33F,AM,2018-10-08,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,moving slowly,True,True,True,True,True,True,True,True,,POINT (-73.9584070974734 40.7913812490557),,19,4,19,13
-73.9671130680,40.7784859700,17F-AM-1007-07,17F,AM,2018-10-07,7,Adult,Gray,White,Gray+White,,Above Ground,24,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9671130680114 40.7784859700171),,19,4,19,13
-73.9649866016,40.7764929694,16I-AM-1008-01,16I,AM,2018-10-08,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9649866016038 40.7764929694457),,19,4,19,13
-73.9670628558,40.7734991421,12I-AM-1013-01,12I,AM,2018-10-13,1,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,on tree roots,True,True,True,True,True,sitting,True,True,True,True,True,True,True,True,,POINT (-73.9670628558161 40.77349914209411),,19,4,19,13
-73.9587365931,40.7908524371,32F-PM-1008-07,32F,PM,2018-10-08,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.958736593111 40.7908524370626),,19,4,19,13
-73.9671786715,40.7867352791,25A-AM-1013-04,25A,AM,2018-10-13,4,,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9671786715256 40.7867352791232),,19,4,19,13
-73.9692943292,40.7769536102,15E-AM-1013-01,15E,AM,2018-10-13,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9692943291611 40.7769536102488),,19,4,19,13
-73.9540054101,40.7952446000,39G-PM-1013-06,39G,PM,2018-10-13,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9540054100539 40.7952445999836),,19,4,19,13
-73.9576530157,40.7868659490,29I-PM-1007-01,29I,PM,2018-10-07,1,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9576530157255 40.7868659490397),,19,4,19,13
-73.9738033257,40.7711846894,7E-AM-1006-02,07E,AM,2018-10-06,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,under a tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9738033257473 40.7711846894166),,19,4,19,13
-73.9704402681,40.7798965621,17C-PM-1013-05,17C,PM,2018-10-13,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,eating (ate upside down on a tree — #jealous),True,True,True,True,True,True,True,True,,POINT (-73.9704402681017 40.77989656212031),,19,4,19,13
-73.9756976077,40.7753897332,10A-PM-1014-01,10A,PM,2018-10-14,1,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",Gray & White selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,in b/w trees,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9756976076707 40.7753897331918),,19,4,19,13
-73.9662438997,40.7890381809,28A-PM-1007-05,28A,PM,2018-10-07,5,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9662438996681 40.7890381809441),,19,4,19,13
-73.9643153920,40.7820818517,22F-PM-1014-05,22F,PM,2018-10-14,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9643153920428 40.7820818516957),,19,4,19,13
-73.9742073453,40.7757957380,12B-AM-1007-01,12B,AM,2018-10-07,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9742073452913 40.7757957380463),,19,4,19,13
-73.9716147062,40.7813911036,18A-PM-1018-01,18A,PM,2018-10-18,1,Adult,Gray,,Gray+,,Above Ground,30,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9716147061553 40.7813911036179),,19,4,19,13
-73.9535410657,40.7928711760,36H-PM-1008-02,36H,PM,2018-10-08,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9535410657077 40.79287117600611),,19,4,19,13
-73.9639159298,40.7891774638,29C-AM-1007-06,29C,AM,2018-10-07,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9639159298446 40.7891774637988),,19,4,19,13
-73.9579564339,40.7959337795,38C-PM-1014-09,38C,PM,2018-10-14,9,Adult,Black,,Black+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9579564338627 40.7959337795027),,19,4,19,13
-73.9574648098,40.7892508429,31H-PM-1008-02,31H,PM,2018-10-08,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,8,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9574648097543 40.78925084286221),,19,4,19,13
-73.9702526753,40.7705999588,8H-AM-1017-06,08H,AM,2018-10-17,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,6,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.970252675331 40.77059995882221),,19,4,19,13
-73.9579645940,40.7918613498,34F-AM-1007-01,34F,AM,2018-10-07,1,Adult,Gray,White,Gray+White,,Above Ground,25,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9579645940414 40.7918613498407),,19,4,19,13
-73.9673253417,40.7749505253,13H-PM-1010-02,13H,PM,2018-10-10,2,Adult,Gray,,Gray+,,Above Ground,5,tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9673253417305 40.7749505252981),,19,4,19,13
-73.9640032827,40.7820309825,22F-PM-1014-06,22F,PM,2018-10-14,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9640032826529 40.7820309825448),,19,4,19,13
-73.9595933195,40.7905847332,32E-AM-1007-13,32E,AM,2018-10-07,13,Adult,Gray,,Gray+,,Above Ground,50,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9595933195409 40.7905847332369),,19,4,19,13
-73.9602222117,40.7937796994,35C-AM-1007-05,35C,AM,2018-10-07,5,Adult,Gray,,Gray+,,Above Ground,4,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9602222116708 40.793779699421),,19,4,19,13
-73.9680635071,40.7792498736,17E-AM-1017-05,17E,AM,2018-10-17,5,Adult,Black,,Black+,,Above Ground,10,Branch,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9680635070949 40.779249873647),,19,4,19,13
-73.9801666435,40.7686905339,2B-PM-1013-01,02B,PM,2018-10-13,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,running (with nut),True,True,True,True,True,True,True,True,,POINT (-73.9801666435401 40.7686905339212),,19,4,19,13
-73.9675634327,40.7813477353,19D-AM-1007-01,19D,AM,2018-10-07,1,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,fenced off area can't approach,POINT (-73.9675634326877 40.7813477352507),,19,4,19,13
-73.9584970643,40.7982886349,40B-AM-1019-03,40B,AM,2018-10-19,3,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9584970643213 40.7982886348696),,19,4,19,13
-73.9760298241,40.7681954367,3E-PM-1008-07,03E,PM,2018-10-08,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9760298241178 40.7681954366911),,19,4,19,13
-73.9568802150,40.7972399134,39C-PM-1006-01,39C,PM,2018-10-06,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9568802149818 40.7972399133816),,19,4,19,13
-73.9724642436,40.7690526441,6G-AM-1008-02,06G,AM,2018-10-08,2,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,bush,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9724642436394 40.7690526441109),,19,4,19,13
-73.9690175839,40.7760432720,14F-AM-1007-05,14F,AM,2018-10-07,5,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9690175838534 40.7760432720017),,19,4,19,13
-73.9704082821,40.7690280986,6I-PM-1013-06,06I,PM,2018-10-13,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,playing with #5,True,True,True,True,True,True,True,True,,POINT (-73.9704082821356 40.7690280985956),,19,4,19,13
-73.9684910712,40.7768811640,15F-PM-1010-05,15F,PM,2018-10-10,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9684910712272 40.7768811640021),,19,4,19,13
-73.9768674813,40.7735232649,8B-PM-1012-02,08B,PM,2018-10-12,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,hiding in bushes,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9768674812942 40.7735232648872),,19,4,19,13
-73.9797084867,40.7698885241,3A-PM-1017-06,03A,PM,2018-10-17,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9797084866613 40.7698885241349),,19,4,19,13
-73.9528192680,40.7923130403,36I-AM-1017-02,36I,AM,2018-10-17,2,Adult,Gray,Cinnamon,Gray+Cinnamon,Cinnamon stripe on back,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.952819267977 40.7923130402793),,19,4,19,13
-73.9745630038,40.7692602629,5E-AM-1008-06,05E,AM,2018-10-08,6,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9745630038492 40.7692602628745),,19,4,19,13
-73.9595002340,40.7903365789,32E-PM-1017-13,32E,PM,2018-10-17,13,Adult,Gray,,Gray+,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9595002339508 40.7903365788694),,19,4,19,13
-73.9741824992,40.7689486658,5F-PM-1007-03,05F,PM,2018-10-07,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,hiding nut,True,True,True,True,True,True,True,True,,POINT (-73.9741824992294 40.7689486657963),,19,4,19,13
-73.9749243901,40.7761393552,11B-PM-1014-05,11B,PM,2018-10-14,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9749243901189 40.7761393551781),,19,4,19,13
-73.9683813256,40.7780143444,16E-PM-1018-06,16E,PM,2018-10-18,6,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,On a rock,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.968381325559 40.7780143443779),,19,4,19,13
-73.9694240328,40.7755898127,13F-AM-1007-02,13F,AM,2018-10-07,2,Adult,Cinnamon,White,Cinnamon+White,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.96942403275091 40.7755898126674),,19,4,19,13
-73.9689000979,40.7828364735,20B-PM-1013-10,20B,PM,2018-10-13,10,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,drank from a pond of rain water,True,True,True,True,True,True,True,True,,POINT (-73.9689000978955 40.7828364735236),,19,4,19,13
-73.9804528868,40.7696753656,3A-PM-1017-05,03A,PM,2018-10-17,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9804528867547 40.76967536559861),,19,4,19,13
-73.9576245992,40.7873862510,29H-PM-1006-01,29H,PM,2018-10-06,1,Adult,Gray,,Gray+,,Above Ground,50,,True,True,True,True,True,sitting,True,True,True,True,True,True,True,True,,POINT (-73.9576245992455 40.7873862510001),,19,4,19,13
-73.9666007936,40.7845098132,23C-PM-1014-03,23C,PM,2018-10-14,3,Adult,Gray,,Gray+,,Above Ground,8,,True,True,True,True,True,chasing (#4 across trees),True,True,True,True,True,True,True,True,,POINT (-73.9666007935638 40.7845098131567),,19,4,19,13
-73.9614848361,40.7922645522,33C-PM-1007-03,33C,PM,2018-10-07,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.96148483609 40.7922645521905),,19,4,19,13
-73.9546654184,40.7947639241,38G-PM-1020-09,38G,PM,2018-10-20,9,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9546654184146 40.7947639241491),,19,4,19,13
-73.9667114027,40.7768804702,16G-PM-1017-01,16G,PM,2018-10-17,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9667114027214 40.7768804702473),,19,4,19,13
-73.9530035565,40.7921822458,36I-PM-1007-07,36I,PM,2018-10-07,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9530035564643 40.7921822457613),,19,4,19,13
-73.9615696578,40.7951278622,35A-AM-1014-03,35A,AM,2018-10-14,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9615696577673 40.7951278622399),,19,4,19,13
-73.9644748360,40.7883840105,28C-PM-1006-01,28C,PM,2018-10-06,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,gathering acorns,True,True,True,True,True,True,True,True,gnd to tree,POINT (-73.964474836001 40.7883840104749),,19,4,19,13
-73.9610705593,40.7914829661,32D-AM-1013-06,32D,AM,2018-10-13,6,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",True,True,True,True,True,True,True,True,,POINT (-73.9610705592868 40.7914829661051),,19,4,19,13
-73.9688454484,40.7845301288,22A-AM-1008-05,22A,AM,2018-10-08,5,Adult,Gray,White,Gray+White,,Above Ground,3,trash can,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9688454483585 40.7845301288163),,19,4,19,13
-73.9578237168,40.7980959471,40B-PM-1014-06,40B,PM,2018-10-14,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9578237168359 40.7980959471034),,19,4,19,13
-73.9688271202,40.7809719445,19C-PM-1018-01,19C,PM,2018-10-18,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9688271202401 40.7809719445309),,19,4,19,13
-73.9617088750,40.7944585082,35A-PM-1013-06,35A,PM,2018-10-13,6,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9617088749928 40.7944585082367),,19,4,19,13
-73.9701824826,40.7766530579,14E-AM-1008-09,14E,AM,2018-10-08,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9701824825872 40.7766530579293),,19,4,19,13
-73.9676410497,40.7766043513,15G-PM-1019-05,15G,PM,2018-10-19,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,4,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9676410497481 40.7766043512974),,19,4,19,13
-73.9708726051,40.7723572030,10F-AM-1007-02,10F,AM,2018-10-07,2,Adult,Gray,,Gray+,,Above Ground,70,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9708726050721 40.7723572030236),,19,4,19,13
-73.9541453466,40.7982162224,42E-PM-1012-06,42E,PM,2018-10-12,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9541453465817 40.79821622237641),,19,4,19,13
-73.9683608296,40.7842927405,22B-AM-1013-04,22B,AM,2018-10-13,4,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,Under bench,True,True,True,True,True,,True,True,True,True,True,True,True,True,ran from dog-walker,POINT (-73.9683608295976 40.7842927405327),,19,4,19,13
-73.9680520580,40.7773386665,15F-PM-1010-06,15F,PM,2018-10-10,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.968052057989 40.777338666528),,19,4,19,13
-73.9787180871,40.7715877863,5A-AM-1006-05,05A,AM,2018-10-06,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,near 65th St arch,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9787180870736 40.7715877863274),,19,4,19,13
-73.9565905868,40.7895654069,32H-PM-1006-01,32H,PM,2018-10-06,1,,Gray,,Gray+,,Above Ground,,in the European Beech,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9565905868276 40.7895654068546),,19,4,19,13
-73.9565759734,40.7992461675,42C-AM-1007-02,42C,AM,2018-10-07,2,,,,+,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9565759733611 40.7992461674802),,19,4,19,13
-73.9551539498,40.7987384656,41D-AM-1014-01,41D,AM,2018-10-14,1,Adult,Gray,Black,Gray+Black,,Ground Plane,FALSE,,True,True,True,True,True,digging,True,True,True,True,True,True,True,True,,POINT (-73.9551539498306 40.7987384656256),,19,4,19,13
-73.9641971814,40.7813537959,21G-PM-1007-01,21G,PM,2018-10-07,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9641971813967 40.7813537959435),,19,4,19,13
-73.9692883971,40.7768553703,14E-AM-1008-02,14E,AM,2018-10-08,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,walking,True,True,True,True,True,True,True,True,,POINT (-73.9692883970928 40.7768553703082),,19,4,19,13
-73.9708549671,40.7699587019,7H-PM-1006-04,07H,PM,2018-10-06,4,Adult,Gray,,Gray+,,Above Ground,12,on tree knob,True,True,True,True,True,sitting,True,True,True,True,True,True,True,True,,POINT (-73.9708549670788 40.7699587019058),,19,4,19,13
-73.9639744006,40.7825111951,22F-AM-1007-01,22F,AM,2018-10-07,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9639744005647 40.7825111950764),,19,4,19,13
-73.9730277911,40.7712145489,7F-AM-1008-16,07F,AM,2018-10-08,16,Juvenile,Gray,,Gray+,,Above Ground,2,tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9730277911422 40.7712145488828),,19,4,19,13
-73.9710541406,40.7724691606,10F-PM-1019-05,10F,PM,2018-10-19,5,Adult,Black,,Black+,,Above Ground,10,"Behind fence, tree",True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9710541405708 40.7724691605718),,19,4,19,13
-73.9761592532,40.7747213585,10A-AM-1006-04,10A,AM,2018-10-06,4,Juvenile,Gray,,Gray+,,Above Ground,10,tree near large rock on Bridle Path,True,True,True,True,True,walking on branch,True,True,True,True,True,True,True,True,,POINT (-73.9761592532482 40.7747213585387),,19,4,19,13
-73.9544007659,40.7950689723,38F-PM-1013-05,38F,PM,2018-10-13,5,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,"being chased,was pushed by other squirrel",True,True,True,True,True,True,True,True,,POINT (-73.9544007658685 40.7950689723135),,19,4,19,13
-73.9575986161,40.7993681350,41B-PM-1014-01,41B,PM,2018-10-14,1,Adult,Gray,White,Gray+White,,Above Ground,25,Climbing tree,True,True,True,True,True,climbing (tree),True,True,True,True,True,True,True,True,,POINT (-73.9575986161364 40.799368134968),,19,4,19,13
